CRIME_DATE,TIME,TIME _PERIOD,MOUTH,DATE,CRIME_YEAR,CRIME_CATEGORY_NUMBER,CRIME_CATEGORY_DESCRIPTION,ZIP,LATITUDE,LONGITUDE,EVENT,WeekdayNum,STATISTICAL_CODE_DESCRIPTION
7/7/2010,08:07,5,7,7,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/7/2010,08:07,5,7,7,2010,14,WEAPON LAWS,90012,34.05494,-118.24278,0,3,WEAPON LAWS: Felony
7/8/2010,08:07,5,7,8,2010,3,ROBBERY,90012,34.05494,-118.24278,0,4,"ROBBERY, WEAPON: Other"
9/22/2010,08:09,5,9,22,2010,14,WEAPON LAWS,90012,34.05494,-118.24278,0,3,WEAPON LAWS: Felony
9/29/2010,08:09,5,9,29,2010,14,WEAPON LAWS,90012,34.05494,-118.24278,0,3,WEAPON LAWS: Felony
3/10/2010,09:03,5,3,10,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/18/2010,09:05,5,5,18,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/25/2010,09:06,5,6,25,2010,19,DISORDERLY CONDUCT,90012,34.05494,-118.24278,0,5,DISORDERLY CONDUCT: Disturbing The Peace/Court Disturbances
7/28/2010,09:07,5,7,28,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/13/2010,10:04,6,4,13,2010,4,AGGRAVATED ASSAULT,90012,34.05494,-118.24278,0,2,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
6/7/2010,10:06,6,6,7,2010,14,WEAPON LAWS,90012,34.05494,-118.24278,0,1,WEAPON LAWS: Felony
6/25/2010,10:06,6,6,25,2010,4,AGGRAVATED ASSAULT,90012,34.05494,-118.24278,0,5,"ASSAULT, AGGRAVATED: ADW - KNIFE"
8/19/2010,10:08,6,8,19,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/10/2010,11:02,6,2,10,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/16/2010,11:03,6,3,16,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/19/2010,11:03,6,3,19,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/27/2010,11:04,6,4,27,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/29/2010,11:04,6,4,29,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/30/2010,11:06,6,6,30,2010,29,FELONIES MISCELLANEOUS,90012,34.05494,-118.24278,0,3,"FELONIES, MISCELLANEOUS: All Other Felonies"
7/13/2010,11:07,6,7,13,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/27/2010,11:08,6,8,27,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
1/6/2010,12:01,7,1,6,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/9/2010,12:03,7,3,9,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/17/2010,12:06,7,6,17,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/22/2010,13:06,7,6,22,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/9/2010,14:02,8,2,9,2010,29,FELONIES MISCELLANEOUS,90012,34.05494,-118.24278,0,2,"FELONIES, MISCELLANEOUS: All Other Felonies"
5/18/2010,14:05,8,5,18,2010,29,FELONIES MISCELLANEOUS,90012,34.05494,-118.24278,0,2,"FELONIES, MISCELLANEOUS: False Report Bomb/Emergency"
7/8/2010,14:07,8,7,8,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/3/2010,14:09,8,9,3,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/10/2010,15:06,8,6,10,2010,4,AGGRAVATED ASSAULT,90012,34.05494,-118.24278,0,4,"ASSAULT, FELONY: ADW, Peace Officer - Hands, Feet, Fist, Etc."
3/24/2010,16:03,9,3,24,2010,24,VANDALISM,90012,34.05494,-118.24278,0,3,VANDALISM: Vandalism Jail
3/29/2010,19:03,10,3,29,2010,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.24278,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/9/2014,00:02,1,2,9,2014,18,DRUNK / ALCOHOL / DRUGS,90012,34.05494,-118.23752,1,7,DRUNK: Alcohol
4/7/2014,00:04,1,4,7,2014,16,NARCOTICS,90012,34.05494,-118.23752,0,1,Felony Possession of a Controlled Substance (excluding Marijuana)
9/1/2013,00:09,1,9,1,2013,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,2,7,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
11/8/2013,00:11,1,11,8,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/12/2013,00:12,1,12,12,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,4,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE"
5/24/2013,01:05,1,5,24,2013,24,VANDALISM,90012,34.05494,-118.23752,0,5,VANDALISM FELONY
6/6/2013,01:06,1,6,6,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,4,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
8/9/2013,01:08,1,8,9,2013,24,VANDALISM,90012,34.05494,-118.23752,0,5,VANDALISM: Graffiti/Tagging
11/21/2012,01:11,1,11,21,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,3,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
11/20/2013,01:11,1,11,20,2013,18,DRUNK / ALCOHOL / DRUGS,90012,34.05494,-118.23752,0,3,DRUNK: Alcohol
12/5/2013,01:12,1,12,5,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,0,4,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
12/11/2014,01:12,1,12,11,2014,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,0,4,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
5/16/2013,02:05,2,5,16,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/7/2012,02:08,2,8,7,2012,12,SEX OFFENSES MISDEMEANORS,90012,34.05494,-118.23752,0,2,SEX MISDEMEANORS: Indecent Exposure
8/5/2014,02:08,2,8,5,2014,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,0,2,"ASSAULT, AGGRAVATED: ADW - KNIFE"
11/2/2013,02:11,2,11,2,2013,24,VANDALISM,90012,34.05494,-118.23752,1,6,VANDALISM FELONY
11/1/2013,02:11,2,11,1,2013,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,0,5,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
12/1/2013,02:12,2,12,1,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,2,7,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
6/16/2013,03:06,2,6,16,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,1,7,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
8/5/2012,03:08,2,8,5,2012,6,LARCENY THEFT,90012,34.05494,-118.23752,1,7,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
8/12/2014,04:08,3,8,12,2014,23,VEHICLE / BOATING LAWS,90012,34.05494,-118.23752,0,2,VEHICLE AND BOATING LAWS: Misdemeanor
1/18/2014,05:01,3,1,18,2014,18,DRUNK / ALCOHOL / DRUGS,90012,34.05494,-118.23752,2,6,DRUNK: Alcohol
6/27/2013,05:06,3,6,27,2013,6,LARCENY THEFT,90012,34.05494,-118.23752,0,4,GRAND THEFT: Bicycles
9/18/2013,06:09,4,9,18,2013,16,NARCOTICS,90012,34.05494,-118.23752,0,3,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
10/19/2013,06:10,4,10,19,2013,6,LARCENY THEFT,90012,34.05494,-118.23752,1,6,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)"
2/12/2013,07:02,4,2,12,2013,6,LARCENY THEFT,90012,34.05494,-118.23752,0,2,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)"
12/6/2012,07:12,4,12,6,2012,16,NARCOTICS,90012,34.05494,-118.23752,0,4,Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)
12/20/2013,07:12,4,12,20,2013,24,VANDALISM,90012,34.05494,-118.23752,0,5,VANDALISM FELONY
1/23/2012,08:01,5,1,23,2012,16,NARCOTICS,90012,34.05494,-118.23752,0,1,Felony Possession of a Controlled Substance (excluding Marijuana)
1/28/2012,08:01,5,1,28,2012,10,FRAUD AND NSF CHECKS,90012,34.05494,-118.23752,1,6,FRAUD: Fraud By False Pretenses
2/1/2014,08:02,5,2,1,2014,3,ROBBERY,90012,34.05494,-118.23752,1,6,"ROBBERY, STRONG-ARM: Other"
2/15/2011,08:02,5,2,15,2011,6,LARCENY THEFT,90012,34.05494,-118.23752,0,2,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
3/24/2013,08:03,5,3,24,2013,29,FELONIES MISCELLANEOUS,90012,34.05494,-118.23752,1,7,"FELONIES, MISCELLANEOUS: All Other Felonies"
4/2/2013,08:04,5,4,2,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,2,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
5/29/2012,08:05,5,5,29,2012,14,WEAPON LAWS,90012,34.05494,-118.23752,0,2,WEAPON LAWS: Felony
7/21/2013,08:07,5,7,21,2013,6,LARCENY THEFT,90012,34.05494,-118.23752,1,7,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
7/28/2013,08:07,5,7,28,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,1,7,"ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE"
12/19/2013,08:12,5,12,19,2013,16,NARCOTICS,90012,34.05494,-118.23752,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
5/15/2013,09:05,5,5,15,2013,6,LARCENY THEFT,90012,34.05494,-118.23752,0,3,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
5/2/2014,09:05,5,5,2,2014,6,LARCENY THEFT,90012,34.05494,-118.23752,0,5,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
8/9/2013,09:08,5,8,9,2013,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,0,5,"ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE"
11/22/2010,09:11,5,11,22,2010,9,FORGERY,90012,34.05494,-118.23752,0,1,WORTHLESS DOCUMENTS/FORGERY: Forgery - Other
11/15/2013,09:11,5,11,15,2013,16,NARCOTICS,90012,34.05494,-118.23752,0,5,NARCOTICS: Marijuana Misdemeanors (More Than 1 oz)
12/22/2012,09:12,5,12,22,2012,6,LARCENY THEFT,90012,34.05494,-118.23752,2,6,"GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)"
1/26/2014,10:01,6,1,26,2014,16,NARCOTICS,90012,34.05494,-118.23752,1,7,Felony Possession of a Controlled Substance (excluding Marijuana)
2/3/2011,10:02,6,2,3,2011,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,0,4,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
2/16/2013,10:02,6,2,16,2013,16,NARCOTICS,90012,34.05494,-118.23752,2,6,Felony Possession of a Controlled Substance (excluding Marijuana)
7/7/2013,10:07,6,7,7,2013,16,NARCOTICS,90012,34.05494,-118.23752,2,7,Felony Possession of a Controlled Substance (excluding Marijuana)
8/8/2014,10:08,6,8,8,2014,6,LARCENY THEFT,90012,34.05494,-118.23752,0,5,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)"
9/13/2012,10:09,6,9,13,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,4,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
11/21/2013,10:11,6,11,21,2013,3,ROBBERY,90012,34.05494,-118.23752,0,4,"ROBBERY, STRONG-ARM: Other"
7/2/2010,11:07,6,7,2,2010,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,0,5,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
12/8/2011,11:12,6,12,8,2011,6,LARCENY THEFT,90012,34.05494,-118.23752,0,4,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
3/23/2013,12:03,7,3,23,2013,10,FRAUD AND NSF CHECKS,90012,34.05494,-118.23752,1,6,FRAUD: Fraud By False Pretenses
6/18/2012,12:06,7,6,18,2012,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,0,1,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
6/22/2014,12:06,7,6,22,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,1,7,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/25/2014,12:07,7,7,25,2014,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,0,5,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
1/24/2014,13:01,7,1,24,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
3/6/2012,13:03,7,3,6,2012,6,LARCENY THEFT,90012,34.05494,-118.23752,0,2,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
10/29/2013,13:10,7,10,29,2013,18,DRUNK / ALCOHOL / DRUGS,90012,34.05494,-118.23752,0,2,DRUNK: Alcohol
11/14/2012,13:11,7,11,14,2012,16,NARCOTICS,90012,34.05494,-118.23752,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
11/16/2012,13:11,7,11,16,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,5,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
11/10/2013,13:11,7,11,10,2013,12,SEX OFFENSES MISDEMEANORS,90012,34.05494,-118.23752,1,7,SEX MISDEMEANORS: Annoy/Molest Children
4/2/2013,14:04,8,4,2,2013,6,LARCENY THEFT,90012,34.05494,-118.23752,0,2,"THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)"
5/20/2014,14:05,8,5,20,2014,3,ROBBERY,90012,34.05494,-118.23752,0,2,"ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc."
12/26/2012,14:12,8,12,26,2012,29,FELONIES MISCELLANEOUS,90012,34.05494,-118.23752,0,3,"FELONIES, MISCELLANEOUS: Extortion"
12/1/2013,14:12,8,12,1,2013,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,2,7,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
1/17/2014,15:01,8,1,17,2014,16,NARCOTICS,90012,34.05494,-118.23752,0,5,Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)
3/6/2013,15:03,8,3,6,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/23/2013,15:07,8,7,23,2013,10,FRAUD AND NSF CHECKS,90012,34.05494,-118.23752,0,2,"IDENTITY THEFT, ATTEMPT/POSSESSION OF PROFILE INFO"
8/6/2014,15:08,8,8,6,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/2/2013,16:04,9,4,2,2013,29,FELONIES MISCELLANEOUS,90012,34.05494,-118.23752,0,2,"FELONIES, MISCELLANEOUS: All Other Felonies"
6/23/2014,16:06,9,6,23,2014,14,WEAPON LAWS,90012,34.05494,-118.23752,0,1,WEAPON LAWS: Felony
7/21/2014,16:07,9,7,21,2014,5,BURGLARY,90012,34.05494,-118.23752,0,1,"BURGLARY, OTHER STRUCTURE: Day, Entry No Force"
8/5/2014,16:08,9,8,5,2014,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,0,2,"ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC."
9/13/2012,16:09,9,9,13,2012,6,LARCENY THEFT,90012,34.05494,-118.23752,0,4,"THEFT, PETTY: Bicycles"
10/9/2013,16:10,9,10,9,2013,16,NARCOTICS,90012,34.05494,-118.23752,0,3,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
10/10/2013,16:10,9,10,10,2013,16,NARCOTICS,90012,34.05494,-118.23752,0,4,NARCOTICS: Marijuana Misdemeanors (More Than 1 oz)
11/26/2012,16:11,9,11,26,2012,9,FORGERY,90012,34.05494,-118.23752,0,1,WORTHLESS DOCUMENTS/FORGERY: Forgery - Checks/Money Orders
2/18/2014,17:02,9,2,18,2014,18,DRUNK / ALCOHOL / DRUGS,90012,34.05494,-118.23752,0,2,DRUNK: Alcohol
2/27/2014,17:02,9,2,27,2014,16,NARCOTICS,90012,34.05494,-118.23752,0,4,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
3/15/2013,17:03,9,3,15,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,0,5,"MISDEMEANORS, MISCELLANEOUS: Public Nuisance"
3/21/2013,17:03,9,3,21,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,4,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
4/1/2013,17:04,9,4,1,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
5/26/2012,17:05,9,5,26,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,2,6,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
5/6/2013,17:05,9,5,6,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,1,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
7/9/2013,17:07,9,7,9,2013,16,NARCOTICS,90012,34.05494,-118.23752,0,2,Felony Possession of a Controlled Substance (excluding Marijuana)
11/7/2013,17:11,9,11,7,2013,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,0,4,"ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON"
3/4/2014,18:03,10,3,4,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/23/2014,18:04,10,4,23,2014,18,DRUNK / ALCOHOL / DRUGS,90012,34.05494,-118.23752,0,3,DRUNK: Alcohol
6/22/2014,18:06,10,6,22,2014,6,LARCENY THEFT,90012,34.05494,-118.23752,1,7,GRAND THEFT: Purse Snatch
7/16/2014,18:07,10,7,16,2014,16,NARCOTICS,90012,34.05494,-118.23752,0,3,Felony Possession of a Controlled Substance (excluding Marijuana)
8/29/2011,18:08,10,8,29,2011,16,NARCOTICS,90012,34.05494,-118.23752,0,1,Felony Possession of a Controlled Substance (excluding Marijuana)
11/21/2013,18:11,10,11,21,2013,14,WEAPON LAWS,90012,34.05494,-118.23752,0,4,WEAPON LAWS: Felony
12/10/2013,18:12,10,12,10,2013,6,LARCENY THEFT,90012,34.05494,-118.23752,0,2,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
1/26/2012,19:01,10,1,26,2012,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,0,4,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
2/14/2012,19:02,10,2,14,2012,24,VANDALISM,90012,34.05494,-118.23752,0,2,VANDALISM MISD
7/24/2014,20:07,11,7,24,2014,6,LARCENY THEFT,90012,34.05494,-118.23752,0,4,"GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)"
9/27/2013,20:09,11,9,27,2013,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,0,5,"MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors"
12/13/2013,20:12,11,12,13,2013,16,NARCOTICS,90012,34.05494,-118.23752,0,5,NARCOTICS: Marijuana (Felony) Hashish/Hashish Oil (Poss/Sales)
7/24/2012,22:07,12,7,24,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/9/2014,22:07,12,7,9,2014,6,LARCENY THEFT,90012,34.05494,-118.23752,0,3,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)"
10/25/2012,22:10,12,10,25,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
1/16/2014,23:01,12,1,16,2014,30,MISDEMEANORS MISCELLANEOUS,90012,34.05494,-118.23752,0,4,"MISDEMEANORS, MISCELLANEOUS: Trespassing"
2/22/2014,23:02,12,2,22,2014,16,NARCOTICS,90012,34.05494,-118.23752,1,6,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
3/23/2014,23:03,12,3,23,2014,16,NARCOTICS,90012,34.05494,-118.23752,1,7,Felony Possession of a Controlled Substance (excluding Marijuana)
6/15/2012,23:06,12,6,15,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/3/2014,23:08,12,8,3,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,1,7,"ASSAULT, NON-AGG: Obstruct/Resist/Battery Peace Officer"
11/15/2013,23:11,12,11,15,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05494,-118.23752,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/1/2013,23:12,12,12,1,2013,16,NARCOTICS,90012,34.05494,-118.23752,2,7,Felony Possession of a Controlled Substance (excluding Marijuana)
12/5/2013,23:12,12,12,5,2013,12,SEX OFFENSES MISDEMEANORS,90012,34.05494,-118.23752,0,4,SEX MISDEMEANORS: Engage/Solicit Lewd Or Obscene Conduct
12/15/2013,23:12,12,12,15,2013,4,AGGRAVATED ASSAULT,90012,34.05494,-118.23752,1,7,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
1/9/2013,06:01,4,1,9,2013,16,NARCOTICS,90012,34.05517,-118.24318,0,3,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
2/8/2012,06:02,4,2,8,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,3,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/21/2013,06:02,4,2,21,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
2/11/2014,06:02,4,2,11,2014,14,WEAPON LAWS,90012,34.05517,-118.24318,0,2,WEAPON LAWS: Felony
4/23/2013,06:04,4,4,23,2013,14,WEAPON LAWS,90012,34.05517,-118.24318,0,2,WEAPON LAWS: Felony
4/25/2013,06:04,4,4,25,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
4/17/2014,06:04,4,4,17,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/21/2011,06:06,4,6,21,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/18/2012,06:06,4,6,18,2012,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
6/26/2014,06:06,4,6,26,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/7/2011,06:07,4,7,7,2011,3,ROBBERY,90012,34.05517,-118.24318,0,4,"ROBBERY, STRONG-ARM: Other"
7/25/2011,06:07,4,7,25,2011,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,1,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
7/14/2014,06:07,4,7,14,2014,16,NARCOTICS,90012,34.05517,-118.24318,0,1,Felony Transport. &/or Sale of Controlled Substance(excpt Marijuana)
8/16/2013,06:08,4,8,16,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
8/27/2013,06:08,4,8,27,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,2,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
9/5/2013,06:09,4,9,5,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
10/7/2013,06:10,4,10,7,2013,14,WEAPON LAWS,90012,34.05517,-118.24318,0,1,WEAPON LAWS: Felony
11/20/2014,06:11,4,11,20,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
11/21/2014,06:11,4,11,21,2014,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,5,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
12/19/2013,06:12,4,12,19,2013,13,NON-AGGRAVATED ASSAULTS,90012,34.05517,-118.24318,0,4,"ASSAULT, NON-AGG: Hands, Feet, Fist, Etc."
1/30/2014,07:01,4,1,30,2014,4,AGGRAVATED ASSAULT,90012,34.05517,-118.24318,0,4,"ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON"
